FarmNm_CH,FarmNm_EN,FarmNm_JP,Feature_CH,Feature_EN,Feature_JP,CertifySDate,CertifyEDate,TEL,FAX,PCode,County,Township,Address_CH,Address_EN,Address_JP,WebURL,Longitude,Latitude,IdentifyItem,Photo
東遊季休閒農場(東遊季養生美食餐館),,,台東知本是著名的溫泉村，進入知本溫泉區，即可看到由台東縣農會經營的「東遊季溫泉度假村」，園區占地十多公頃相當廣闊，擁有大片綠地讓遊客可以無拘無束的徜徉在寧靜的山谷森林浴中，還有住宿區、田媽媽餐廳、露營區、烤肉區、以及養生溫泉等，泡在露天浴池觀看滿天繁星，或是享受大眾溫泉、山泉泳池與SPA水療設施等，讓人完全放鬆。。東遊季是溫泉區裡唯一的田媽媽養生餐廳，田媽媽們靈活運用台東各地的特色食材，包含：金針、洛神、薑黃，還有成功漁港直送的新鮮海產，料理出滿滿一桌好菜是東遊季養生美食餐廳最大的特色。。薑...,,,1150901,1150930,(089)516111,(089)516219,954,10014,卑南鄉,溫泉村溫泉路376巷18號,,,https://www.toyugi.com.tw/,121.019704,22.696209,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/25809/480x360_agrispots-image-o3jzjwfic0gthupwpoaljq.jpg
向禾休閒農場(向禾休閒漁場),,,鰲鼓濕地為台灣嘉義縣東石鄉鰲鼓村沿海的濕地 ，目前為交通部觀光局 「雲嘉南濱海國家風景區 」與行政院 核定之台灣沿海地區自然環境保護計畫「彰雲嘉沿海保護區計畫 」之一般保護區，該濕地的管理單位為臺灣糖業股份有限公司 嘉義區處，位置為於北港溪出海口南側，東自造林區起，西至事業海堤止，北自北港溪 南堤防起，南至六腳 大排堤防止，包括北邊的保安林及南邊的沼澤 區。。鰲鼓濕地的大小約為1，500公頃，約相當於台北市大安區 的大小，為台灣最大、全球第七大的濕地。由於先天環境條件，鰲鼓濕地具有相當多樣的...,,,1150901,1150930,(05)3600959,(05)3600302,614,10010,東石鄉,鰲鼓村12鄰四股67之6號,,,http://www.aogu.com.tw/index.php,120.148785,23.507773,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/25012/480x360_agrispots-image-jv8pwforzkkibwp92i19aq.jpg
老爹生態教育休閒農場,,,,,,1150901,1150930,(09),,606,10010,中埔鄉,深坑村內灣2鄰9-1號,,,,120.451601,23.399244,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
花與綠休閒農場,,,,,,1150901,1150930,,,540,10008,南投市,彰南路1段1巷100弄12號,,,,120.68486,23.88206,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
富興休閒農場,,,在花東縱谷搭乘幸福小火車 悠遊酋長鳳梨的故鄉。舊名「溪仔底」的富興社區，位於花東縱谷內瑞穗鄉，導航搜尋「花蓮瑞穗富興社區鳳梨公園」，循著193縣道，很容易就可以到達充滿芳甜果香的「富興休閒農場」。。富興社區自 1930 年代，因光復糖廠設立，開始種植甘蔗，接著鳳梨工廠設立，頓時鳳梨成為村子主要的收入。後來隨著台鳳公司關廠，鳳梨種植也跟著式微。。直到1980 年代台灣經濟起飛，鳳梨諧音為「旺來」，加上先端冠芽發達色艷，果實小的鳳梨花，在供桌上花果並茂，成為祭拜時的亮點，於是鳳梨田再度崛起復甦...,,,1150901,1150930,,,978,10015,瑞穗鄉,富興村8鄰富興73之1號,,,,121.386929,23.583722,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/43391/480x360_agrispots-image-8wbmdhcx6ugkqairdcx1mw.jpg
隆泉莊園休閒農場(停業中),,,規劃有機蔬菜園區及梅子果園，提供民眾農事體驗、有機餐飲體驗課程以及一日遊或多日遊遊程。。【圖片為農場動物之示意圖。如欲安排前往建議事先電話聯繫確認】,,,1150901,1150930,(03)4112777,,325,68000,龍潭區,佳安里4鄰淮子埔路138巷58-1號,,,,121.244087,24.855522,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/1413/480x360_20200325-31.jpg
大丹休閒農場(停業中),,,,,,1150901,1150930,,,305,10004,新埔鎮,汶水坑132-1號,,,,121.142573,24.867040,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
米棧壹零捌休閒農場,,,,,,1150901,1150930,,,974,10015,壽豐鄉,月眉村1鄰月眉六段19之15號,,,,121.537438,23.836807,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
蘇家莊園休閒農場,,,,,,1150901,1150930,,,335,68000,大溪區,福安里3鄰復興路一段997號,,,,121.288385,24.841902,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
壹甲田休閒農場,,,,,,1150901,1150930,,,367,10005,三義鄉,雙潭村15鄰崩山下32之5號,,,,120.810039,24.384159,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
沐麓休閒農場,,,,,,1150901,1150930,,,946,10013,恆春鎮,大光里9鄰貓鼻頭路101號,,,,120.740194,21.929886,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
亞馬遜生態休閒農場(停業中),,,【屏東恆春．秘境生態樂園】。隱藏在南國陽光下的夢幻樂園，帶您遠離塵囂、親近自然。。生態觀察樂趣：。站在湖畔望遠鏡前，靜靜欣賞水鳥、水鴨與季節候鳥在淡水湖中自在覓食，彷彿進入亞馬遜的野生世界。。打卡美拍熱點：。步入蜿蜒石棧道，沉浸在大自然的懷抱中，每一幀都是如詩如畫的獨家回憶。。悠閒午後時光：。走累了，就到園區咖啡區小憩一會，聽風、聞花香，享受靜謐的片刻。。露營體驗加分：。夜晚降臨，在星空下搭起帳篷，伴隨蟲鳴入眠，享受遠離都市的純粹寧靜。親子共宿、情侶露夜，皆能留下難忘回憶。。...,,,1150901,1150930,(08)8880779,,946,10013,恆春鎮,山腳里恒南路3之1號,,,,120.745497,21.985085,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/32808/480x360_agrispots-image-g0td353zleevm0k9adlxuq.png
碧候休閒農場,,,,,,1150901,1150930,,,272,10002,南澳鄉,金岳村金岳路190號,,,,121.779024,24.474967,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
森密境休閒農場,,,,,,1150901,1150930,(02)26720888,,237,65000,三峽區,有木里106之8號,,,,121.436493,24.863882,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/32061/480x360_agrispots-image-qrxldxowgec-muff9y78la.jpg
莫內花園休閒農場,,,,,,1150901,1150930,(09),,268,10002,五結鄉,大吉村1鄰大吉一路79號,,,,121.801021,24.690481,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
淡水小奈良休閒農場,,,園區有12種動物可以餵食互動，還有兒童遊樂區有沙坑、積木滑車、釣魚、漂漂河、玩水、抓泥鰍、撈金魚。,,,1150901,1150930,(09),,251,65000,淡水區,屯山里石頭厝3號之8,,,,121.458237,25.234053,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/32022/480x360_agrispots-image-neec-nwo1uge_tthd9k2sa.jpg
揚昊休閒農場,,,坐落於苑裡通往三義的130縣道旁，緊鄰人氣景區綠意山莊內。。農場不僅有著美麗的景色，還提供了多樣化的體驗活動。適合親子一起的手作麻糬、粿食、藺草編織，以及農場專屬的動物導覽體驗活動，適合全家大小及寵物同遊。。藺香麻糬DIY及動物導覽互動餵食活動。藺香麻糬DIY是全台首創，結合苑裡在地藺草產業及米食文化的體驗活動，是您來訪綠意山莊不可錯過的體驗，現做現搗現吃！動物導覽互動餵食活動-農場為合法動物展演場域，有許多可愛的小動物，導覽員會先帶您認識園區內的動物，隨後與動物們進行近距離互動餵食，快來...,,,1150901,1150930,(037)747711,,358,10005,苑裡鎮,蕉埔里蕉埔86之7號,,,,120.735021,24.405753,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/29747/480x360_agrispots-image-trvjvn7c_esjcf9uzjw7pw.jpg
海灣星空休閒農場,,,簡介。不一樣的騎馬感受，穿梭在森林間的神秘與刺激感，享受大自然的環抱與接觸，是一個很棒的休閒活動。。有多久沒有跟三五死黨，親戚好友恣意地徜徉在原野中，享受和風徐徐的輕撫臉上的感覺!?。全副武裝的英式騎馬是一種英倫紳士風，而西部牛仔式的騎馬則是一種帥氣灑脫的感覺。酷酷馬給您的則是兩者兼具，完整配套式的野外騎乘。。騎馬不僅是休閒、藝術，更是一門結合騎師、騎術與馴馬的深奧學問。 酷酷馬野外騎乘場位於桃園蘆竹大古山。。大古山，早期稱為大崙尖，海拔僅151公尺，此區因無高山阻擋，即使海拔不高，仍...,,,1150901,1150930,(09),,338,68000,蘆竹區,小古山路38號,,,https://cool2horse.com.tw/,121.290704,25.102879,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/1305/480x360_53e57cfcd9a043d88188da3b9c1bec71.jpg
龍潭快樂休閒農場,,,,,,1150901,1150930,(09),,325,68000,龍潭區,成功路377巷46弄155-1號,,,,121.227737,24.883689,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
臺南鴨莊休閒農場,,,「台南鴨莊休閒農場」位於台南官田，是祖傳三代的養鴨人家，生產各種皮蛋、鴨蛋等。老闆蘇清發養鴨超過一甲子，利用從父親身上學到養鴨的知識，積極地擴展養鴨事業，並且研發鴨蛋加工產品，推出的皮蛋、鹹蛋、酒香蛋等鴨蛋製品不但成為鴨莊的最佳伴手禮，也是菜單上的最佳開味菜。。加入田媽媽體系後，台南鴨莊發展成休閒農業園區，採用自家所養的鴨子推出許多鴨肉家常料理，滿足遊客們旺盛的味蕾。此外，他也將農場開放給學童們，從事戶外教學農村體驗活動，有鴨蛋教室、鴨蛋DIY及可愛淘鴨彩繪等趣味體驗，是小學生戶外教學的一個好...,,,1150901,1150930,(06)6901101,(06)6903901,720,67000,官田區,渡拔里三塊厝178-1號,,,https://www.tainanduckfarm.com.tw/,120.338286,23.173516,體驗,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/25802/480x360_agrispots-image-jpglharow0gzb1liaz1tmw.jpg
福至軒休閒農場,,,,,,1150901,1150930,,,904,10013,九如鄉,九明村14鄰九明街126號,,,,120.480870,22.727629,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
悠田休閒農場,,,,,,1150901,1150930,,,912,10013,內埔鄉,水門村11鄰忠孝路280號,,,,120.639175,22.705293,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
快樂町休閒農場,,,,,,1150901,1150930,,,946,10013,恆春鎮,南灣里13鄰南光路8號,,,,120.755651,21.970079,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
甲仙印象之丘休閒農場,,,,,,1150901,1150930,,,847,64000,甲仙區,西安里和南巷97號,,,,120.588350,23.0727,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
山籟休閒農場,,,,,,1150901,1150930,,,364,10005,大湖鄉,栗林村內雙坑5號,,,,120.833693,24.373984,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
春波綠休閒農場,,,,,,1150901,1150930,,,616,10010,新港鄉,南港村4鄰南港117之120號,,,,120.313279,23.553785,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
蘭欣辣汗花果休閒農場(田媽媽蘭欣食坊),,,★ 親子觀光農場 ★ 景觀餐廳 ★ 優質民宿 ★無毒溫室 ★DIY手作體驗 ★食農教育 ★ 環境教育。枋寮美食｜枋寮景點｜親子共學｜網美景點｜民宿。「讓爸爸安心當廢物、媽媽開心當貴婦，家中小惡魔解封開心玩」。「你以為我在遊戲，其實我在學習；你以為我在學習，其實我在享樂趣；你以為我在享樂趣，其實我在累積能力」。「好吃、好看、好拍、好玩，小朋友才選擇，我們全都要」。蘭欣辣汗花果休閒農場源起蘭欣山莊，蘭代表女主人，欣代表男主人，農場主人戴大哥從民國90年起於此地開疆闢土，從生產山蘇嫩葉供應市...,,,1150901,1150930,(08)8717370,,940,10013,枋寮鄉,中正大路666-8號,,,https://www.lansin-villa.tw/,120.602304,22.375536,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/25829/480x360_agrispots-image-wt9fnejhjkeikwuos4vycq.jpg
曦之麗休閒農場,,,,,,1150901,1150930,,,326,68000,楊梅區,楊梅照門道路,,,,121.147664,24.887924,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
麟山鼻休閒農場,,,,,,1150901,1150930,,,253,65000,石門區,下員坑15號,,,,121.521283,25.27841,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
劉文順休閒農場,,,,,,1150901,1150930,,,646,10009,古坑鄉,桂林村1鄰桂林1-60號,,,,120.606642,23.613065,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
觀山休閒農場,,,,,,1150901,1150930,,,940,10013,枋寮鄉,隆山村24鄰隆山路287號,,,,120.602997,22.366827,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
烏樹林休閒農場(烏樹林從前從前)(停業中),,,介紹。烏樹林Before其實就是烏樹林B4的諧音，B4=book(書店)+beer(精釀啤酒)+bed+breakfast(民宿)。店內一樓是間獨立書店，將店主精心挑選的書籍讓旅人在旅途中也能感受濃濃書香氣息。店內也販賣國外進口精釀啤酒，讓你品嘗不同風味的啤酒風情，也讓微醺的你能一夜好眠。二樓的部分是客人享用早餐的空間，也將會是店主舉辦各式藝文講座或烹飪課程的空間，可以使旅人在旅途收穫更為豐富。三四樓就為旅人住宿空間，五間完全不同風格的房間讓你下次還想嘗試不同房型。店主同樣是烏樹林花園餐廳老闆...,,,1150901,1150930,(09),,325,68000,龍潭區,龍平路115巷138弄76號,,,,121.218167,24.889357,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/6481/480x360_20200325-33.jpg
雲頂休閒農場(停業中),,,雲頂休閒農場。雲頂休閒農場藏身於桃園市龍潭的山上，所在之處能夠環景180度舒適視野，三個時段皆有不同景色，天氣晴朗時可直接遠眺台北101，夕陽西下時，火紅的太陽渲染了雲海，讓藍天白雲慢慢的呈現出橘黃色，而夜晚能夠欣賞城市璀璨燈火！。餐點。除景觀外，雲頂休閒農場也提供各式美味餐點，下午茶、精緻排餐、義大利麵、小火鍋、炸物點心、各式飲品、甜點，且餐點皆是店家當天手做，不是調理包！不限用餐時間、沒有收服務費，有機會可以前往享受美景及餐點！,,,1150901,1150930,(03)4797688,,325,68000,龍潭區,楊銅路二段562巷120號,,,,121.189043,24.865763,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/1660/480x360_IMG_5544(2).jpeg
香草山樂齡休閒農場(停業中),,,,,,1150901,1150930,(09),,621,10010,民雄鄉,豐收村15鄰好收1之52號,,,https://www.dreamaa.com/,120.458398,23.571017,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/1301/480x360_af7826919a29471f8833358733fcc557.jpg
秀芳園休閒農場,,,,,,1150901,1150930,,,971,10015,新城鄉,康樂村1鄰康樂路7、7-1號,,,,121.602995,24.041247,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
學橋教育休閒農場(停業中),,,學橋教育休閒農場。學橋教育休閒農場是以親子、家庭、團體、及寒暑假營隊體驗營為主的農場，在老師及主人對於人文、自然環境的深度導覽下，訪客可先從農場正前方的台灣島生態池「環台一周」認識起，再沿著右方的草坪及生態步道一路探索植物與自然共存的生態，可觀察到樹梢間築巢育鳥的夜鷺、朱鸝、烏頭翁等鳥類。途中經過冷泉小溪，夏天小朋友可以光腳溯溪，親自體驗溪水劃過腳間的快感。。穿過花園迷宮，來到農場主人精心設計的大地遊戲草原，可讓您親身體驗高爾夫推捍及盡情奔跑的樂趣。原野體能遊戲場，數十米的鑽籠、各式的繩橋，...,,,1150901,1150930,(08)7377758,,912,10013,內埔鄉,隘寮村4鄰清涼路一段148號,,,,120.622091,22.692250,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/236/480x360_20160114163810.jpg
大鴕家觀光休閒農場(停業中),,,大鴕家觀光休閒農場。我是一隻大大鳥， 跑得快、長得高， 但有些害羞、 一點內向，。只要你為我打開心門， 我願意為你展翅飛翔。。鴕鳥王國盡在大鴕家。在屏東縣鹽埔好山、好水之地，大鴕家觀光休聞農場是經濟部輔導的駝鳥牧場，從孵蛋到小鴕鳥出生到鴕鳥成長，都可 以在此參觀，還裡，不僅是鴕鳥養殖，還有種鳥養殖、駝鳥肉品買賣、能鳥美食推廣與研發，以及鴕鳥相關產品、製作、 開發、銷售。。來到大鴕家，全程提供免費入園，還可親自餵食鴕鳥，當鴕鳥園的主人，教旅客如何當鴕鳥達人，大鴕家不僅只是一間駝鳥園而已，...,,,1150901,1150930,(08)7931786,,907,10013,鹽埔鄉,鹽中村民富路86號,,,https://www.mollom.com.tw/,120.586667,22.745512,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/249/480x360_a7d362fa27d6471b9bdb2ca806f03424.jpg
石板屋休閒農場,,,,,,1150901,1150930,(08)7990311,,903,10013,瑪家鄉,佳義村泰平巷5-28號,,,,120.631128,22.653527,,https://ezgo.ardswc.gov.tw/_api/content/images/notfound/miss.jpg
勝洋休閒農場,,,勝洋休閒農場。本休閒農場為全國最大的專業水草植栽場，有水族魚類數十種、水生植物四百餘種，批發至全國水族館，外銷遠至日本、加拿大、中國大陸、德國等。為服務更多朋友，勝洋更積極轉型朝生態農場發展，空間寬敞、自然田園風光之園區，適合遊客在此遊憩，品嚐特有的水草大餐，體驗DIY資料再利用。。門票：。$100/人，100cm以下幼兒免費入園（門票可全額折抵園區消費，部分商品除外）。營業時間。農場休閒區：09：00 &ndash； 17：00。水草餐廳：11：00-18：00。公休日:。農曆...,,,1150901,1150930,(03)9222487,(03)9231814,264,10002,員山鄉,八甲路15-6號,,,,121.705406,24.727986,體驗,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/2971/480x360_793c0d9840954ea9b0c6b6ffbb697429.jpg
東螺溪休閒農場,,,東螺溪休閒農場位於彰化縣二林鎮的東螺溪（舊濁水溪）畔，由一片荒廢的蘆筍園、廢棄的鴨母寮改建造成現在休閒農場之場域。運用農村田園景觀、自然生態環境資源，以休閒農業之經營方式，結合農村生活文化，讓來這裡遊玩的遊客，回憶兒時居住在農村的生活，也讓我們的下一代了解農村生活的樂趣。著重於農業體驗遊程，相當適合舉辦戶外體驗活動。為凸顯在地文化特色，逐漸將具農村風味活動包裝為套裝行程，包含焢窯、推石磨、米食手做DIY體驗、拔菜體驗、薑黃染布、農村稻草人娃娃特色DIY及紮稻草人等特色活動，提供各年齡層、各方社會...,,,1150901,1150930,(09),,526,10007,二林鎮,二溪路七段2巷臨1201號,,,https://www.dongluo.com.tw,120.412509,23.995178,體驗,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/25514/480x360_agrispots-image-yccia4_i2ucrw470wz1xhw.jpg
廣興休閒農場,,,廣興休閒農場。因喜愛旅遊，進入農場即可看到許多農場主人旅遊世界各地的珍藏物品，其中中國古典二人房中的擺設皆是農場主人私家珍藏，而且每間房間設計都是老闆夫婦的精心傑作。不同於其他民宿或休閒農場狹隘空間，農場主人堅持內部要有廣大的空間，就是希望讓遊客可以盡情互相交流，還體貼的準備舒壓花茶及卡拉OK讓遊客品嚐及盡情歡唱。。本休閒農場取得台灣休閒農場服務認證，詳細資訊請參考「台灣休閒農場服務認證官方網站」：。http://sqc.taiwanfarm.org.tw/index.php/easter...,,,1150901,1150930,(03)9513236,(03)9513946,269,10002,冬山鄉,柯林村光華三路132巷12號,,,https://test.pigs.com.tw/,121.734287,24.683837,體驗,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/2954/480x360_發光生態瓶DIY.jpg
阿里磅生態休閒農場,,,由於工業化與城鎮化的風潮席捲各地，許多台灣原有的自然風貌日漸流失。1990年代後期，出生於北海岸的王德昌老師牽頭發起，秉持｢與其積累財富，不如為後人保留一方自然的土地｣的理念，數十個家庭集資購地，成立了阿里磅生態農場。。原本的構想是號召一千個家庭，部分經費購地，部分經費則用於基礎建設和營運基金，後適逢1999年的集集大地震，台灣環境與社會受創，進度因而停擺。所幸後來有少數朋友負擔了較高比例的額度，才如願擁有了占地10.3公頃的農場基地。。園區內原有的低窪處，形成數個相鄰的大小池塘，除了繼承早...,,,1150901,1150930,(02)26382745,(02)26232016,253,65000,石門區,阿里磅84號,,,https://www.albeecofarm.com/,121.583295,25.264314,體驗,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/95/480x360_ksdx913v8rfhb6ftb5mvyxhdmsa4d0jw.jpg
武岫休閒農場,,,「武岫休閒農場」位於南投縣鹿谷鄉，數十年來以經營茶圃/茶葉為業，在鹿谷擁有專屬茶園及１０公頃的孟宗竹林。。近年來集合國內產、官、學齊力不斷精進製窯燒炭技術，以提供高品質的孟宗竹炭原料及相關製品為最主。。農場結合自然景觀、生態環境及竹產業文化，並提供竹炭製程導覽及當地特色美食、幸福手作DIY 、竹林茶席、竹林生態步道&hellip；.等，希望能讓來到這裡的遊客，都能對「孟宗竹」以及其豐富的生活應用有更深一層的了解。。在政府大力推動農產業再造文化中，由行政院農委會、工業研究院、南投縣政府、屏東...,,,1150901,1150930,(049)2676262,(049)2677117,558,10008,鹿谷鄉,竹林村田頭巷35-66號,,,http://www.wuxiu.com.tw/,120.761123,23.718824,體驗,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/199/480x360_nm0jpwcsaud1bct9hyxii2082e4nxkrz.JPG
台一生態休閒農場,,,簡介。位於台灣中心南投埔里，臨近日月潭合歡山；。座擁40000坪花園綠地，。感受四季大地風情與變化萬千的自然風貌，。環抱在山巒浪漫的悠閒生活，。享受晨曦晚景的甯謐美景。。金黃落雨松下潺潺溪水流過，水畔的是刷上繽紛色彩與精緻花卉相互襯托的江南風小木屋群，銀河水道、花卉驛站、熱帶雨林、蛙鳴濕地，野薑花濃郁的香氣被風飄得淡雅悠遠&hellip；&hellip；將綠色產業與浪漫休閒合而為一的「台一生態休閒農場」，不僅有遍布海拔五百至兩千三百公尺的十個農業分場、是全台蔬菜種苗和花卉產值第一的農...,,,1150901,1150930,(049)2997848,(049)2900037,545,10008,埔里鎮,中山路一段176號,,,https://www.taiifarm.com/,121.006338,23.978067,餐飲,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/25555/480x360_agrispots-image-2p8bgrw3yeuuwzsxhqprig.jpg
沐心泉休閒農場,,,來到沐心泉可以享受以大自然為伍的樂趣，沿著園區設計的木階，漫步在環花步道旁，能欣賞百花爭豔的美景，一年四季花開不斷，2到3月是櫻花季、4到5月是螢火蟲季及油桐花季、5到8月是金針花季、12月可賞白雪木，還有玉桂樹、野薑花、角莖野牡丹、槭樹等，讓人流連忘返。想一飽眼福的遊客不必在舟車勞頓跑去花東賞金針花，在這也能見到金針花海。一般金針花的花期僅短短2個月，在沐心泉老闆黃大哥運用園藝所學，硬是將花期延長至4個月，讓5月到8月想賞花的遊客都能滿足需求，金針花季前來，還能嚐到金針花入菜的滋味呢！。若是...,,,1150901,1150930,(04)25931201,,426,66000,新社區,中和里中興街60號,,,http://0425931201.mmmtravel.com.tw/#menu_rwd,120.846863,24.149025,體驗,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/176/480x360_64bvvv4bkpz97w56qi73960eds4m4gr7.jpeg
大菁休閒農場,,,位於基隆暖暖山區的大菁休閒農場，占地約有600坪左右，這裡曾經是梯田茶園，處於兩座高山之山谷間的特色，以及長年濕冷的氣候，在在讓這裡的大菁植物充滿活力。大菁又可稱為馬藍，以目前最常見的4種藍染植物來說，大菁是顏色飽滿、品質最優，且最具實用性的藍染原料；雖然現今已出現進步的化學染劑，但這種充滿古早味的靛藍色，仍然廣受現代人的喜愛。。在大菁休閒農場裡，旅人可以獨創屬於自己風格的手提包、桌巾、手機套等各類實用布料，尤其遇上好天氣的時候，更可加快藍染的製作速度。而在等待染布乾躁的同時，旅人可以先到大菁...,,,1150901,1150930,(02)24572869,,205,10017,暖暖區,東勢街100-1號,,,,121.757312,25.071178,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/83/480x360_20160118134948.jpg
蓮荷園休閒農場,,,農場主人從小務農，當兵後從事鐵工相關行業，隨著年紀增長，在民國88年時決定將自家長年休耕的土地打造成花園，一點一滴建造出現在的蓮荷園休閒農場。園主夫婦好客熱情，因此每逢荷花盛開的時節，總是有許多遊客慕名前往。。蓮荷園的園區面積雖只有2公頃，園內蓮花品種卻非常豐富，有大賀蓮、娃娃蓮、建蓮、九品香水蓮、萍蓬草、牡丹蓮、大灑錦等。片片蓮田間有錦屏藤步道、瓜棚步道及木板橋貫穿數個小蓮田，使遊客能近距離欣賞各處盛開的蓮花。蓮田旁亦種有翠蘆莉、天堂鳥、野薑花及各式香草植物及藥草植物，點綴得園內亮麗繽紛。...,,,1150901,1150930,(03)4776972,,328,68000,觀音區,藍埔里金華路690號,,,,121.115828,25.012960,,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/25400/480x360_agrispots-image-yko5lilzbeqlfvlqamcpiw.jpg
花露休閒農場,,,簡介。【花露花卉休閒農場】曾經是日本零式戰鬥機機場，如今油桐、茶樹迷人搖曳，迷迭萬里飄香，「花露花卉休閒農場」是苗栗卓蘭山丘上的一方花園，至於「香草能量花園」和「精油故事館」，則是將香草精油產業與休閒農業結合的成果，不僅能讓人大吸一口能量滿滿的芬芳，更能使來客在故事館中觀看客家文物、一覽精油事業在台灣的前世今生。。花露農場位於苗栗縣卓蘭鎮水果之鄉，農場內四季都有主題性的花季可供賞玩：。蘭花館（全年）。聖誕紅花季（11月-2月）。繡球花季（3月-6月）。柳葉馬鞭草季（5月-9月）。除...,,,1150901,1150930,(04)25893280,,369,10005,卓蘭鎮,西坪里43-3號,,,http://flowerhometw.com/?lang=tw,120.826167,24.333245,體驗,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/148/480x360_DSC_7283.jpg
林家古厝休閒農場,,,林家古厝是棟紅磚堆砌的三合院建築，它沉穩的矗立在雖風搖影的竹叢前。離古厝不遠處是一大片又一大片的蓮田，新生的蓮花正沉默的綻放著。古厝有百年的歷史，不只訴說著世代務農的林家生活史，更訴說著台灣先民與這塊土地共同成長的歷史；而新生的蓮花為這裏帶來了清新、芬芳的氣息。。這裡的蓮田近4甲之大，主要種植大賀蓮、白玉湘蓮及牡丹蓮；農場中有大堀溪貫穿，瓜棚走道亦沿著蓮池及溪旁環繞。我們隨著賞蓮區的指標進入販賣部前的竹棚長亭，一陣古箏的輕柔之樂傳來，一群人正隨著樂聲，專注的用竹草編織飾物，空氣中流露著優閒的古...,,,1150901,1150930,(03)4980753,(03)4982274,328,68000,觀音區,大富路221號,,,https://lin-jia.com/,121.128688,24.998836,體驗,https://ezgo.ardswc.gov.tw/_api/content/images/agrispots/137/480x360_20200326-03.jpg
